Country Name,Country Code,Series Name,Series Code,1990 [YR1990]
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6
French Polynesia,PYF,"Population, total",SP.POP.TOTL,198370
French Polynesia,PYF,Rural population,SP.RUR.TOTL,83593
French Polynesia,PYF,Urban population,SP.URB.TOTL,114777
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.486
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8286097560976
Gabon,GAB,"Population, total",SP.POP.TOTL,952269
Gabon,GAB,Rural population,SP.RUR.TOTL,293842
Gabon,GAB,Urban population,SP.URB.TOTL,658427
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.009
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.289
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,916811
"Gambia, The",GMB,Rural population,SP.RUR.TOTL,565562
"Gambia, The",GMB,Urban population,SP.URB.TOTL,351249
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.362
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.217
Georgia,GEO,"Population, total",SP.POP.TOTL,4802000
Georgia,GEO,Rural population,SP.RUR.TOTL,2159075
Georgia,GEO,Urban population,SP.URB.TOTL,2642925
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.488
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.9996097560976
Germany,DEU,"Population, total",SP.POP.TOTL,79433029
Germany,DEU,Rural population,SP.RUR.TOTL,21353187
Germany,DEU,Urban population,SP.URB.TOTL,58079842
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.6
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.1773658536586
Ghana,GHA,"Population, total",SP.POP.TOTL,14628260
Ghana,GHA,Rural population,SP.RUR.TOTL,9297576
Ghana,GHA,Urban population,SP.URB.TOTL,5330684
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.897
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.7516341463415
Greece,GRC,"Population, total",SP.POP.TOTL,10156902
Greece,GRC,Rural population,SP.RUR.TOTL,2898069
Greece,GRC,Urban population,SP.URB.TOTL,7258833
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.3
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9390243902439
Greenland,GRL,"Population, total",SP.POP.TOTL,55600
Greenland,GRL,Rural population,SP.RUR.TOTL,11288
Greenland,GRL,Urban population,SP.URB.TOTL,44312
Greenland,GRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.4
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.0682926829268
Grenada,GRD,"Population, total",SP.POP.TOTL,96286
Grenada,GRD,Rural population,SP.RUR.TOTL,64100
Grenada,GRD,Urban population,SP.URB.TOTL,32186
Grenada,GRD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.54
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4750243902439
Guam,GUM,"Population, total",SP.POP.TOTL,130482
Guam,GUM,Rural population,SP.RUR.TOTL,12010
Guam,GUM,Urban population,SP.URB.TOTL,118472
Guam,GUM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.708
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.0440975609756
Guatemala,GTM,"Population, total",SP.POP.TOTL,9158547
Guatemala,GTM,Rural population,SP.RUR.TOTL,5392827
Guatemala,GTM,Urban population,SP.URB.TOTL,3765720
Guatemala,GTM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.701
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.2384146341464
Guinea,GIN,"Population, total",SP.POP.TOTL,6034082
Guinea,GIN,Rural population,SP.RUR.TOTL,4342970
Guinea,GIN,Urban population,SP.URB.TOTL,1691112
Guinea,GIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.083
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.9188536585366
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1056208
Guinea-Bissau,GNB,Rural population,SP.RUR.TOTL,759086
Guinea-Bissau,GNB,Urban population,SP.URB.TOTL,297122
Guinea-Bissau,GNB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.049
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.0738292682927
Guyana,GUY,"Population, total",SP.POP.TOTL,720282
Guyana,GUY,Rural population,SP.RUR.TOTL,507201
Guyana,GUY,Urban population,SP.URB.TOTL,213081
Guyana,GUY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.469
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.1221951219512
Haiti,HTI,"Population, total",SP.POP.TOTL,7099733
Haiti,HTI,Rural population,SP.RUR.TOTL,5075599
Haiti,HTI,Urban population,SP.URB.TOTL,2024134
Haiti,HTI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.116
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.4286097560976
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,354714206
Heavily indebted poor countries (HIPC),HPC,Rural population,SP.RUR.TOTL,265115973
Heavily indebted poor countries (HIPC),HPC,Urban population,SP.URB.TOTL,89598233
Heavily indebted poor countries (HIPC),HPC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.501515910747
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.6235698513214
High income,HIC,"Population, total",SP.POP.TOTL,1203134914
High income,HIC,Rural population,SP.RUR.TOTL,297899209
High income,HIC,Urban population,SP.URB.TOTL,884963869
High income,HIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.96576325946675
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.4229874933039
High income: nonOECD,NOC,"Population, total",SP.POP.TOTL,276140078
High income: nonOECD,NOC,Rural population,SP.RUR.TOTL,59143770
High income: nonOECD,NOC,Urban population,SP.URB.TOTL,196724472
High income: nonOECD,NOC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.09439620805539
High income: nonOECD,NOC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2798119779866
High income: OECD,OEC,"Population, total",SP.POP.TOTL,926994836
High income: OECD,OEC,Rural population,SP.RUR.TOTL,238755439
High income: OECD,OEC,Urban population,SP.URB.TOTL,688239397
High income: OECD,OEC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.92750688476759
High income: OECD,OEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.654491539076
Honduras,HND,"Population, total",SP.POP.TOTL,4903363
Honduras,HND,Rural population,SP.RUR.TOTL,2919462
Honduras,HND,Urban population,SP.URB.TOTL,1983901
Honduras,HND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.712
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.6890487804878
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,5704500
"Hong Kong SAR, China",HKG,Rural population,SP.RUR.TOTL,27553
"Hong Kong SAR, China",HKG,Urban population,SP.URB.TOTL,5676947
"Hong Kong SAR, China",HKG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.2
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.3804878048781
Hungary,HUN,"Population, total",SP.POP.TOTL,10373988
Hungary,HUN,Rural population,SP.RUR.TOTL,3543962
Hungary,HUN,Urban population,SP.URB.TOTL,6830026
Hungary,HUN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.3156097560976
Iceland,ISL,"Population, total",SP.POP.TOTL,254826
Iceland,ISL,Rural population,SP.RUR.TOTL,23571
Iceland,ISL,Urban population,SP.URB.TOTL,231255
Iceland,ISL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0363414634146
India,IND,"Population, total",SP.POP.TOTL,870601776
India,IND,Rural population,SP.RUR.TOTL,648189140
India,IND,Urban population,SP.URB.TOTL,222412636
India,IND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.552
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.5291951219512
Indonesia,IDN,"Population, total",SP.POP.TOTL,181436821
Indonesia,IDN,Rural population,SP.RUR.TOTL,125946184
Indonesia,IDN,Urban population,SP.URB.TOTL,55490637
Indonesia,IDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.845
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.4493414634146
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,56169196
"Iran, Islamic Rep.",IRN,Rural population,SP.RUR.TOTL,24529088
"Iran, Islamic Rep.",IRN,Urban population,SP.URB.TOTL,31640108
"Iran, Islamic Rep.",IRN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.494
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.4459512195122
Iraq,IRQ,"Population, total",SP.POP.TOTL,17478455
Iraq,IRQ,Rural population,SP.RUR.TOTL,5294923
Iraq,IRQ,Urban population,SP.URB.TOTL,12183532
Iraq,IRQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.162
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4025609756098
Ireland,IRL,"Population, total",SP.POP.TOTL,3513974
Ireland,IRL,Rural population,SP.RUR.TOTL,1514312
Ireland,IRL,Urban population,SP.URB.TOTL,1999662
Ireland,IRL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.9
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7413170731707
Isle of Man,IMY,"Population, total",SP.POP.TOTL,70312
Isle of Man,IMY,Rural population,SP.RUR.TOTL,33928
Isle of Man,IMY,Urban population,SP.URB.TOTL,36384
Isle of Man,IMY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Isle of Man,IMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Israel,ISR,"Population, total",SP.POP.TOTL,4660000
Israel,ISR,Rural population,SP.RUR.TOTL,449271
Israel,ISR,Urban population,SP.URB.TOTL,4210729
Israel,ISR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.8
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6073170731707
Italy,ITA,"Population, total",SP.POP.TOTL,56719240
Italy,ITA,Rural population,SP.RUR.TOTL,18872760
Italy,ITA,Urban population,SP.URB.TOTL,37846480
Italy,ITA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.6
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9707317073171
Jamaica,JAM,"Population, total",SP.POP.TOTL,2390000
Jamaica,JAM,Rural population,SP.RUR.TOTL,1208288
Jamaica,JAM,Urban population,SP.URB.TOTL,1181712
Jamaica,JAM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.6537073170732
Japan,JPN,"Population, total",SP.POP.TOTL,123537000
Japan,JPN,Rural population,SP.RUR.TOTL,27994720
Japan,JPN,Urban population,SP.URB.TOTL,95542280
Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.8368292682927
Jordan,JOR,"Population, total",SP.POP.TOTL,3170000
Jordan,JOR,Rural population,SP.RUR.TOTL,846675
Jordan,JOR,Urban population,SP.URB.TOTL,2323325
Jordan,JOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.114
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.9208536585366
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,16348000
Kazakhstan,KAZ,Rural population,SP.RUR.TOTL,7149634
Kazakhstan,KAZ,Urban population,SP.URB.TOTL,9198366
Kazakhstan,KAZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.7
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.3365853658537
Kenya,KEN,"Population, total",SP.POP.TOTL,23446229
Kenya,KEN,Rural population,SP.RUR.TOTL,19519455
Kenya,KEN,Urban population,SP.URB.TOTL,3926774
Kenya,KEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.861
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.1153414634146
Kiribati,KIR,"Population, total",SP.POP.TOTL,72411
Kiribati,KIR,Rural population,SP.RUR.TOTL,47077
Kiribati,KIR,Urban population,SP.URB.TOTL,25334
Kiribati,KIR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.325
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.637512195122
"Korea, Dem. Rep.",PRK,"Population, total",SP.POP.TOTL,20194354
"Korea, Dem. Rep.",PRK,Rural population,SP.RUR.TOTL,8404082
"Korea, Dem. Rep.",PRK,Urban population,SP.URB.TOTL,11790272
"Korea, Dem. Rep.",PRK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.689
"Korea, Dem. Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.3443170731707
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,42869283
"Korea, Rep.",KOR,Rural population,SP.RUR.TOTL,11212890
"Korea, Rep.",KOR,Urban population,SP.URB.TOTL,31656393
"Korea, Rep.",KOR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.6
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.299756097561
Kosovo,KSV,"Population, total",SP.POP.TOTL,1862000
Kosovo,KSV,Rural population,SP.RUR.TOTL,..
Kosovo,KSV,Urban population,SP.URB.TOTL,..
Kosovo,KSV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7
Kosovo,KSV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.7487804878049
Kuwait,KWT,"Population, total",SP.POP.TOTL,2058832
Kuwait,KWT,Rural population,SP.RUR.TOTL,41712
Kuwait,KWT,Urban population,SP.URB.TOTL,2017120
Kuwait,KWT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.689
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.2595365853659
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4391200
Kyrgyz Republic,KGZ,Rural population,SP.RUR.TOTL,2732336
Kyrgyz Republic,KGZ,Urban population,SP.URB.TOTL,1658864
Kyrgyz Republic,KGZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.2975609756098
Lao PDR,LAO,"Population, total",SP.POP.TOTL,4247839
Lao PDR,LAO,Rural population,SP.RUR.TOTL,3592100
Lao PDR,LAO,Urban population,SP.URB.TOTL,655739
Lao PDR,LAO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.342
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.1195609756098
Latin America & Caribbean (all income levels),LCN,"Population, total",SP.POP.TOTL,445998222
Latin America & Caribbean (all income levels),LCN,Rural population,SP.RUR.TOTL,131753789
Latin America & Caribbean (all income levels),LCN,Urban population,SP.URB.TOTL,314214397
Latin America & Caribbean (all income levels),LCN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.76216407676843
Latin America & Caribbean (all income levels),LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.3005474586394
Latin America & Caribbean (developing only),LAC,"Population, total",SP.POP.TOTL,371398873
Latin America & Caribbean (developing only),LAC,Rural population,SP.RUR.TOTL,120100942
Latin America & Caribbean (developing only),LAC,Urban population,SP.URB.TOTL,251297931
Latin America & Caribbean (developing only),LAC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.73783863019692
Latin America & Caribbean (developing only),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.5813818841081
Latvia,LVA,"Population, total",SP.POP.TOTL,2663151
Latvia,LVA,Rural population,SP.RUR.TOTL,818919
Latvia,LVA,Urban population,SP.URB.TOTL,1844232
Latvia,LVA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.1
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.2731707317073
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,510057629
Least developed countries: UN classification,LDC,Rural population,SP.RUR.TOTL,402545815
Least developed countries: UN classification,LDC,Urban population,SP.URB.TOTL,107511814
Least developed countries: UN classification,LDC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.0130476875376
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.0215453924476
Lebanon,LBN,"Population, total",SP.POP.TOTL,2703019
Lebanon,LBN,Rural population,SP.RUR.TOTL,456270
Lebanon,LBN,Urban population,SP.URB.TOTL,2246749
Lebanon,LBN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.826
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2211463414634
Lesotho,LSO,"Population, total",SP.POP.TOTL,1597534
Lesotho,LSO,Rural population,SP.RUR.TOTL,1374406
Lesotho,LSO,Urban population,SP.URB.TOTL,223128
Lesotho,LSO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.354
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.3310975609756
Liberia,LBR,"Population, total",SP.POP.TOTL,2102877
Liberia,LBR,Rural population,SP.RUR.TOTL,937421
Liberia,LBR,Urban population,SP.URB.TOTL,1165456
Liberia,LBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.168
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.2024390243903
Libya,LBY,"Population, total",SP.POP.TOTL,4398419
Libya,LBY,Rural population,SP.RUR.TOTL,1067804
Libya,LBY,Urban population,SP.URB.TOTL,3330615
Libya,LBY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.234
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5648536585366
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,28745
Liechtenstein,LIE,Rural population,SP.RUR.TOTL,23879
Liechtenstein,LIE,Urban population,SP.URB.TOTL,4866
Liechtenstein,LIE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.8
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,3697838
Lithuania,LTU,Rural population,SP.RUR.TOTL,1198728
Lithuania,LTU,Urban population,SP.URB.TOTL,2499110
Lithuania,LTU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.8
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1607317073171
Low & middle income,LMY,"Population, total",SP.POP.TOTL,4079586256
Low & middle income,LMY,Rural population,SP.RUR.TOTL,2704550294
Low & middle income,LMY,Urban population,SP.URB.TOTL,1373173962
Low & middle income,LMY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.20080764157794
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.1111809990819
Low income,LIC,"Population, total",SP.POP.TOTL,323227228
Low income,LIC,Rural population,SP.RUR.TOTL,252094013
Low income,LIC,Urban population,SP.URB.TOTL,71133215
Low income,LIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.5928851203835
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.7677637688057
Lower middle income,LMC,"Population, total",SP.POP.TOTL,1899363670
Lower middle income,LMC,Rural population,SP.RUR.TOTL,1330769088
Lower middle income,LMC,Urban population,SP.URB.TOTL,566732582
Lower middle income,LMC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2038410060297
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.0744390659087
Luxembourg,LUX,"Population, total",SP.POP.TOTL,381850
Luxembourg,LUX,Rural population,SP.RUR.TOTL,72754
Luxembourg,LUX,Urban population,SP.URB.TOTL,309096
Luxembourg,LUX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.9
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.0099268292683
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,359735
"Macao SAR, China",MAC,Rural population,SP.RUR.TOTL,853
"Macao SAR, China",MAC,Urban population,SP.URB.TOTL,358882
"Macao SAR, China",MAC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.489
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2769756097561
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,1996227
"Macedonia, FYR",MKD,Rural population,SP.RUR.TOTL,842627
"Macedonia, FYR",MKD,Urban population,SP.URB.TOTL,1153600
"Macedonia, FYR",MKD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.747
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.1476341463415
Madagascar,MDG,"Population, total",SP.POP.TOTL,11545782
Madagascar,MDG,Rural population,SP.RUR.TOTL,8824903
Madagascar,MDG,Urban population,SP.URB.TOTL,2720879
Madagascar,MDG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.24
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.0080975609756
Malawi,MWI,"Population, total",SP.POP.TOTL,9408998
Malawi,MWI,Rural population,SP.RUR.TOTL,8321318
Malawi,MWI,Urban population,SP.URB.TOTL,1087680
Malawi,MWI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.354
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.1168292682927
Malaysia,MYS,"Population, total",SP.POP.TOTL,18211097
Malaysia,MYS,Rural population,SP.RUR.TOTL,9143063
Malaysia,MYS,Urban population,SP.URB.TOTL,9068034
Malaysia,MYS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.856
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.7574878048781
Maldives,MDV,"Population, total",SP.POP.TOTL,223179
Maldives,MDV,Rural population,SP.RUR.TOTL,165510
Maldives,MDV,Urban population,SP.URB.TOTL,57669
Maldives,MDV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.388
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.6042682926829
Mali,MLI,"Population, total",SP.POP.TOTL,8482075
Mali,MLI,Rural population,SP.RUR.TOTL,6503885
Mali,MLI,Urban population,SP.URB.TOTL,1978190
Mali,MLI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,20.041
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.4647073170732
Malta,MLT,"Population, total",SP.POP.TOTL,354170
Malta,MLT,Rural population,SP.RUR.TOTL,34068
Malta,MLT,Urban population,SP.URB.TOTL,320102
Malta,MLT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.1757804878049
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,47300
Marshall Islands,MHL,Rural population,SP.RUR.TOTL,16529
Marshall Islands,MHL,Urban population,SP.URB.TOTL,30771
Marshall Islands,MHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Mauritania,MRT,"Population, total",SP.POP.TOTL,2023665
Mauritania,MRT,Rural population,SP.RUR.TOTL,1187385
Mauritania,MRT,Urban population,SP.URB.TOTL,836280
Mauritania,MRT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.538
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.3861219512195
Mauritius,MUS,"Population, total",SP.POP.TOTL,1058775
Mauritius,MUS,Rural population,SP.RUR.TOTL,593973
Mauritius,MUS,Urban population,SP.URB.TOTL,464802
Mauritius,MUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.6
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.4048780487805
Mexico,MEX,"Population, total",SP.POP.TOTL,85609404
Mexico,MEX,Rural population,SP.RUR.TOTL,24468024
Mexico,MEX,Urban population,SP.URB.TOTL,61141380
Mexico,MEX,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.418
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.7957317073171
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,96331
"Micronesia, Fed. Sts.",FSM,Rural population,SP.RUR.TOTL,71460
"Micronesia, Fed. Sts.",FSM,Urban population,SP.URB.TOTL,24871
"Micronesia, Fed. Sts.",FSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.533
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.1975853658537
Middle East & North Africa (all income levels),MEA,"Population, total",SP.POP.TOTL,254342990
Middle East & North Africa (all income levels),MEA,Rural population,SP.RUR.TOTL,114833322
Middle East & North Africa (all income levels),MEA,Urban population,SP.URB.TOTL,139509668
Middle East & North Africa (all income levels),MEA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.08338061989442
Middle East & North Africa (all income levels),MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.8586428892138
Middle East & North Africa (developing only),MNA,"Population, total",SP.POP.TOTL,226312496
Middle East & North Africa (developing only),MNA,Rural population,SP.RUR.TOTL,109389950
Middle East & North Africa (developing only),MNA,Urban population,SP.URB.TOTL,116922546
Middle East & North Africa (developing only),MNA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.33488498202503
Middle East & North Africa (developing only),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.2339774536866
Middle income,MIC,"Population, total",SP.POP.TOTL,3756359028
Middle income,MIC,Rural population,SP.RUR.TOTL,2452456281
Middle income,MIC,Urban population,SP.URB.TOTL,1302040747
